dataset,horizon_len,metric,model,best_window_count,mean_best_value,n_windows,best_window_fraction
ETTm1,96,mse_scaled,TimesFM,2,0.1124670391131614,6,0.3333333333333333
ETTm1,96,mse_scaled,TimeMixer,1,0.011414634417879358,6,0.16666666666666666
ETTm1,96,mse_scaled,iTransformer,1,0.04250781967698211,6,0.16666666666666666
ETTm1,96,tdi_scaled,TimesFM,3,0.004867653960002888,6,0.5
ETTm1,96,tdi_scaled,Chronos-2,2,0.0,6,0.3333333333333333
ETTm1,96,tdi_scaled,DLinear,2,0.002048549546887313,6,0.3333333333333333
ETTm1,96,tdi_scaled,iTransformer,1,0.053996482090643276,6,0.16666666666666666
ETTm1,96,total_variation_ratio_error,DLinear,5,0.19336429017902376,6,0.8333333333333334
ETTm1,96,total_variation_ratio_error,TimeMixer,1,0.039672721719212246,6,0.16666666666666666
ETTm2,96,dtw_scaled,Chronos-2,3,0.07865417750748709,6,0.5
ETTm2,96,dtw_scaled,TimesFM,2,0.06333891831527916,6,0.3333333333333333
ETTm2,96,dtw_scaled,PatchTST,1,0.07807676374732962,6,0.16666666666666666
ETTm2,96,high_frequency_energy_ratio_error,DLinear,2,0.06632905273479807,6,0.3333333333333333
ETTm2,96,high_frequency_energy_ratio_error,iTransformer,2,0.08867481855686601,6,0.3333333333333333
ETTm2,96,high_frequency_energy_ratio_error,PatchTST,1,0.1225065381928434,6,0.16666666666666666
ETTm2,96,high_frequency_energy_ratio_error,TimeMixer,1,0.03437071736056792,6,0.16666666666666666
ETTm2,96,mae_scaled,Chronos-2,4,0.1521320675407575,6,0.6666666666666666
ETTm2,96,mae_scaled,PatchTST,1,0.1596287521668377,6,0.16666666666666666
ETTm2,96,mae_scaled,TimeMixer,1,0.14797423385377376,6,0.16666666666666666
ETTm2,96,mse_scaled,Chronos-2,4,0.04510348741686373,6,0.6666666666666666
ETTm2,96,mse_scaled,PatchTST,1,0.03720120568827629,6,0.16666666666666666
ETTm2,96,mse_scaled,TimesFM,1,0.030272443643634944,6,0.16666666666666666
ETTm2,96,tdi_scaled,Chronos-2,3,0.00848919825327474,6,0.5
ETTm2,96,tdi_scaled,PatchTST,1,0.002303494751908397,6,0.16666666666666666
ETTm2,96,tdi_scaled,TimeMixer,1,0.023421518357019812,6,0.16666666666666666
ETTm2,96,tdi_scaled,iTransformer,1,0.0007503357573375262,6,0.16666666666666666
ETTm2,96,total_variation_ratio_error,PatchTST,2,0.24901884001934665,6,0.3333333333333333
ETTm2,96,total_variation_ratio_error,TimesFM,2,0.41515022768580595,6,0.3333333333333333
ETTm2,96,total_variation_ratio_error,DLinear,1,0.2394382691824543,6,0.16666666666666666
ETTm2,96,total_variation_ratio_error,TimeMixer,1,0.0034797463474559452,6,0.16666666666666666
Weather,96,dtw_scaled,PatchTST,5,0.004433958642832748,6,0.8333333333333334
Weather,96,dtw_scaled,Chronos-2,1,0.0012707795288895262,6,0.16666666666666666
Weather,96,high_frequency_energy_ratio_error,iTransformer,3,0.28046630257381777,6,0.5
Weather,96,high_frequency_energy_ratio_error,DLinear,2,0.08452924630655084,6,0.3333333333333333
Weather,96,high_frequency_energy_ratio_error,TimeMixer,1,0.1150918815977336,6,0.16666666666666666
Weather,96,mae_scaled,PatchTST,3,0.005355722242754719,6,0.5
Weather,96,mae_scaled,TimeMixer,2,0.019963161559798957,6,0.3333333333333333
Weather,96,mae_scaled,Chronos-2,1,0.003142333841727426,6,0.16666666666666666
Weather,96,mse_scaled,PatchTST,3,5.459136801952555e-05,6,0.5
Weather,96,mse_scaled,Chronos-2,2,0.00044472303752767173,6,0.3333333333333333
Weather,96,mse_scaled,TimeMixer,1,0.00029137508855593984,6,0.16666666666666666
Weather,96,tdi_scaled,iTransformer,4,0.0030713164381052497,6,0.6666666666666666
Weather,96,tdi_scaled,TimeMixer,1,0.011234269948690728,6,0.16666666666666666
Weather,96,tdi_scaled,TimesFM,1,0.00015299479166666665,6,0.16666666666666666
Weather,96,total_variation_ratio_error,PatchTST,3,0.3335862624432382,6,0.5
Weather,96,total_variation_ratio_error,iTransformer,2,0.13129200955572357,6,0.3333333333333333
Weather,96,total_variation_ratio_error,TimeMixer,1,0.2520834290201946,6,0.16666666666666666
