dataset,horizon_len,metric,model,best_window_count,mean_best_value,n_windows,best_window_fraction
ETTm1,336,mae_scaled,DLinear,2,0.12782384149930923,6,0.3333333333333333
ETTm1,336,mae_scaled,TimesFM,2,0.34448721508185065,6,0.3333333333333333
ETTm1,336,mse_scaled,Chronos-2,2,0.12970806001490054,6,0.3333333333333333
ETTm1,336,mse_scaled,DLinear,2,0.025276814608648474,6,0.3333333333333333
ETTm1,336,mse_scaled,PatchTST,1,0.1993121194864313,6,0.16666666666666666
ETTm1,336,mse_scaled,TimesFM,1,0.35064100417017635,6,0.16666666666666666
ETTm1,336,tdi_scaled,DLinear,2,0.007838599586721654,6,0.3333333333333333
ETTm1,336,tdi_scaled,Chronos-2,1,0.0,6,0.16666666666666666
ETTm1,336,tdi_scaled,TimeMixer,1,0.0029547031133027373,6,0.16666666666666666
ETTm1,336,tdi_scaled,TimesFM,1,0.0009533135572236557,6,0.16666666666666666
ETTm1,336,tdi_scaled,iTransformer,1,4.370977794526901e-05,6,0.16666666666666666
ETTm1,336,total_variation_ratio_error,DLinear,5,0.16754349650854503,6,0.8333333333333334
ETTm1,336,total_variation_ratio_error,TimeMixer,1,0.22607290212759362,6,0.16666666666666666
ETTm2,336,dtw_scaled,PatchTST,2,0.23439035822273258,6,0.3333333333333333
ETTm2,336,dtw_scaled,iTransformer,2,0.32071280319538575,6,0.3333333333333333
ETTm2,336,dtw_scaled,Chronos-2,1,0.07331047147637655,6,0.16666666666666666
ETTm2,336,dtw_scaled,DLinear,1,0.057387364455423,6,0.16666666666666666
ETTm2,336,high_frequency_energy_ratio_error,iTransformer,3,0.3167530682127037,6,0.5
ETTm2,336,high_frequency_energy_ratio_error,PatchTST,2,0.19354403600252212,6,0.3333333333333333
ETTm2,336,high_frequency_energy_ratio_error,TimeMixer,1,0.06150936225757206,6,0.16666666666666666
ETTm2,336,mae_scaled,Chronos-2,3,0.30454200529181563,6,0.5
ETTm2,336,mae_scaled,TimesFM,2,0.2977949545630032,6,0.3333333333333333
ETTm2,336,mae_scaled,iTransformer,1,0.5488585834093275,6,0.16666666666666666
ETTm2,336,mse_scaled,TimesFM,2,0.13490571945398422,6,0.3333333333333333
ETTm2,336,mse_scaled,Chronos-2,1,0.04698757586425161,6,0.16666666666666666
ETTm2,336,mse_scaled,DLinear,1,0.032552705481217414,6,0.16666666666666666
ETTm2,336,mse_scaled,TimeMixer,1,0.43552123456553343,6,0.16666666666666666
ETTm2,336,mse_scaled,iTransformer,1,0.3922355505111346,6,0.16666666666666666
ETTm2,336,tdi_scaled,TimesFM,3,0.0006668703252991179,6,0.5
ETTm2,336,tdi_scaled,Chronos-2,1,0.00027401833749372763,6,0.16666666666666666
ETTm2,336,tdi_scaled,PatchTST,1,0.0006708238851095994,6,0.16666666666666666
ETTm2,336,tdi_scaled,TimeMixer,1,0.000341623274824333,6,0.16666666666666666
ETTm2,336,total_variation_ratio_error,iTransformer,3,0.03569325318443946,6,0.5
ETTm2,336,total_variation_ratio_error,PatchTST,2,0.8293113347941564,6,0.3333333333333333
ETTm2,336,total_variation_ratio_error,Chronos-2,1,0.7592889402547571,6,0.16666666666666666
Weather,336,dtw_scaled,PatchTST,4,0.00898218022168555,6,0.6666666666666666
Weather,336,dtw_scaled,DLinear,1,0.005779121918807518,6,0.16666666666666666
Weather,336,dtw_scaled,TimesFM,1,0.0037015132851218467,6,0.16666666666666666
Weather,336,high_frequency_energy_ratio_error,DLinear,5,0.31983406764276234,6,0.8333333333333334
Weather,336,high_frequency_energy_ratio_error,PatchTST,1,0.7744333651160383,6,0.16666666666666666
Weather,336,mae_scaled,DLinear,2,0.021417503352688893,6,0.3333333333333333
Weather,336,mae_scaled,TimesFM,2,0.015472680027382271,6,0.3333333333333333
Weather,336,mae_scaled,PatchTST,1,0.01839459853420467,6,0.16666666666666666
Weather,336,mae_scaled,iTransformer,1,0.011365396155806631,6,0.16666666666666666
Weather,336,mse_scaled,DLinear,2,0.0005808623264083584,6,0.3333333333333333
Weather,336,mse_scaled,TimesFM,2,0.00044907736116623807,6,0.3333333333333333
Weather,336,mse_scaled,PatchTST,1,0.0005534721626267052,6,0.16666666666666666
Weather,336,mse_scaled,iTransformer,1,0.000246844599461932,6,0.16666666666666666
Weather,336,tdi_scaled,iTransformer,3,0.0012475459265952724,6,0.5
Weather,336,tdi_scaled,TimeMixer,2,0.005157867598756521,6,0.3333333333333333
Weather,336,tdi_scaled,PatchTST,1,0.00477141755476213,6,0.16666666666666666
Weather,336,total_variation_ratio_error,iTransformer,3,0.35595377643883724,6,0.5
Weather,336,total_variation_ratio_error,DLinear,1,0.2860174310434357,6,0.16666666666666666
Weather,336,total_variation_ratio_error,PatchTST,1,0.09711332852827022,6,0.16666666666666666
Weather,336,total_variation_ratio_error,TimeMixer,1,0.14132323060179816,6,0.16666666666666666
